play_id,game_id,home_team,away_team,posteam,posteam_type,defteam,side_of_field,yardline_100,game_date,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,game_half,quarter_end,drive,sp,qtr,down,goal_to_go,time,yrdln,ydstogo,ydsnet,desc,play_type,yards_gained,shotgun,no_huddle,qb_dropback,qb_kneel,qb_spike,qb_scramble,pass_length,pass_location,air_yards,yards_after_catch,run_location,run_gap,field_goal_result,kick_distance,extra_point_result,two_point_conv_result,home_timeouts_remaining,away_timeouts_remaining,timeout,timeout_team,td_team,posteam_timeouts_remaining,defteam_timeouts_remaining,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,punt_blocked,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,touchback,interception,punt_inside_twenty,punt_in_endzone,punt_out_of_bounds,punt_downed,punt_fair_catch,kickoff_inside_twenty,kickoff_in_endzone,kickoff_out_of_bounds,kickoff_downed,kickoff_fair_catch,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,own_kickoff_recovery,own_kickoff_recovery_td,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,extra_point_attempt,two_point_attempt,field_goal_attempt,kickoff_attempt,punt_attempt,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,passer_player_id,passer_player_name,receiver_player_id,receiver_player_name,rusher_player_id,rusher_player_name,lateral_receiver_player_id,lateral_receiver_player_name,lateral_rusher_player_id,lateral_rusher_player_name,lateral_sack_player_id,lateral_sack_player_name,interception_player_id,interception_player_name,lateral_interception_player_id,lateral_interception_player_name,punt_returner_player_id,punt_returner_player_name,lateral_punt_returner_player_id,lateral_punt_returner_player_name,kickoff_returner_player_name,kickoff_returner_player_id,lateral_kickoff_returner_player_id,lateral_kickoff_returner_player_name,punter_player_id,punter_player_name,kicker_player_name,kicker_player_id,own_kickoff_recovery_player_id,own_kickoff_recovery_player_name,blocked_player_id,blocked_player_name,tackle_for_loss_1_player_id,tackle_for_loss_1_player_name,tackle_for_loss_2_player_id,tackle_for_loss_2_player_name,qb_hit_1_player_id,qb_hit_1_player_name,qb_hit_2_player_id,qb_hit_2_player_name,forced_fumble_player_1_team,forced_fumble_player_1_player_id,forced_fumble_player_1_player_name,forced_fumble_player_2_team,forced_fumble_player_2_player_id,forced_fumble_player_2_player_name,solo_tackle_1_team,solo_tackle_2_team,solo_tackle_1_player_id,solo_tackle_2_player_id,solo_tackle_1_player_name,solo_tackle_2_player_name,assist_tackle_1_player_id,assist_tackle_1_player_name,assist_tackle_1_team,assist_tackle_2_player_id,assist_tackle_2_player_name,assist_tackle_2_team,assist_tackle_3_player_id,assist_tackle_3_player_name,assist_tackle_3_team,assist_tackle_4_player_id,assist_tackle_4_player_name,assist_tackle_4_team,pass_defense_1_player_id,pass_defense_1_player_name,pass_defense_2_player_id,pass_defense_2_player_name,fumbled_1_team,fumbled_1_player_id,fumbled_1_player_name,fumbled_2_player_id,fumbled_2_player_name,fumbled_2_team,fumble_recovery_1_team,fumble_recovery_1_yards,fumble_recovery_1_player_id,fumble_recovery_1_player_name,fumble_recovery_2_team,fumble_recovery_2_yards,fumble_recovery_2_player_id,fumble_recovery_2_player_name,return_team,return_yards,penalty_team,penalty_player_id,penalty_player_name,penalty_yards,replay_or_challenge,replay_or_challenge_result,penalty_type,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv
35,2000010800,TEN,BUF,TEN,home,BUF,BUF,30,2000-01-08,900,1800,3600,Half1,0,1,0,1,NA,0,15:00,BUF 30,0,-6,S.Christie kicks 60 yards from BUF 30 to TEN 10. D.Mason to TEN 32 for 22 yards (M.Perry).,kickoff,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,3,3,0,NA,NA,3,3,0,0,NA,NA,NA,0,0,0,0.0015063265025897468,0.1797487862643072,0.006639108378448644,0.281137706070735,0.21370014348424918,0.0035923127788396836,0.3136756165208305,0,0,0.32352585361127617,1.153313399591354,1.153313399591354,-1.153313399591354,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D.Mason,00-0010500,NA,NA,NA,NA,S.Christie,00-0002975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,NA,00-0012820,NA,M.Perry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,22,NA,NA,NA,NA,0,NA,NA,0,0,0,0
57,2000010800,TEN,BUF,TEN,home,BUF,TEN,68,2000-01-08,900,1800,3600,Half1,0,1,0,1,1,0,15:00,TEN 32,10,-6,"(15:00) E.George right end to TEN 34 for 2 yards (J.Holecek, S.Cowart).",run,2,0,0,0,0,0,0,NA,NA,NA,NA,right,end,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0011894005435846764,0.13926716556218158,0.00249129866109976,0.2174386731654241,0.2592867716848106,0.003690617673076944,0.37663607270982247,0,0,1.4768392532026302,-0.43514901091154057,0.7181643886798135,-0.7181643886798135,-0.43514901091154057,0.43514901091154057,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5196136692456305,0.48038633075436954,0.5196136692456305,0.48038633075436954,-0.012941417915046771,0.5066722513305837,0.4933277486694163,-0.012941417915046771,0.012941417915046771,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,00-0005883,E.George,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0007587,J.Holecek,BUF,00-0003563,S.Cowart,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
78,2000010800,TEN,BUF,TEN,home,BUF,TEN,66,2000-01-08,900,1800,3600,Half1,0,1,0,1,2,0,15:00,TEN 34,8,-6,(15:00) S.McNair sacked at TEN 26 for -8 yards (sack split by B.Smith and P.Hansen).,pass,-8,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0011950518979632607,0.15339904772676197,0.0028967452545253397,0.2396608154969064,0.2536159701433309,0.004033582466961404,0.3451987870135508,0,0,1.0416902422910896,-2.183111510281867,-1.4649471216020533,1.4649471216020533,-0.43514901091154057,0.43514901091154057,-2.183111510281867,2.183111510281867,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5066722513305837,0.4933277486694163,0.5066722513305837,0.4933277486694163,-0.06372176832311716,0.44295048300746653,0.5570495169925335,-0.012941417915046771,0.012941417915046771,-0.06372176832311716,0.06372176832311716,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,00-0011024,S.McNair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0015111,B.Smith,00-0006795,P.Hansen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0015111,B.Smith,BUF,00-0006795,P.Hansen,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
97,2000010800,TEN,BUF,TEN,home,BUF,TEN,74,2000-01-08,900,1800,3600,Half1,0,1,0,1,3,0,15:00,TEN 26,16,-6,(15:00) (Shotgun) S.McNair pass incomplete to K.Dyson.,pass,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0013463625878422877,0.22988470259751054,0.00650731371049613,0.35983509196275487,0.17805058742338625,0.004938048666839518,0.2194378930511704,0,0,-1.1414212679907774,-1.3099965371327524,-2.7749436587348058,2.7749436587348058,-0.43514901091154057,0.43514901091154057,-3.4931080474146192,3.4931080474146192,NA,NA,0,0,0,0,0,0,0,0,0,0,0.44295048300746653,0.5570495169925335,0.44295048300746653,0.5570495169925335,-0.039731991308563364,0.40321849169890317,0.5967815083010968,-0.012941417915046771,0.012941417915046771,-0.10345375963168052,0.10345375963168052,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0011024,S.McNair,00-0004694,K.Dyson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
119,2000010800,TEN,BUF,TEN,home,BUF,TEN,74,2000-01-08,900,1800,3600,Half1,0,1,0,1,4,0,15:00,TEN 26,16,-6,"(15:00) C.Hentrich punts 43 yards to BUF 31, Center-K.Long. Kev.Williams to BUF 34 for 3 yards (D.Mitchell).",punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0014078363431349042,0.29389994227333777,0.007420161489540918,0.42854964634653336,0.10241973669175991,0.005281615792766336,0.16102106106292663,0,0,-2.45141780512353,0.7656795621572063,-2.009264096577599,2.009264096577599,-0.43514901091154057,0.43514901091154057,-3.4931080474146192,3.4931080474146192,NA,NA,0,0,0,0,0,0,0,0,0,0,0.40321849169890317,0.5967815083010968,0.40321849169890317,0.5967815083010968,0.06491788031360463,0.4681363720125078,0.5318636279874922,-0.012941417915046771,0.012941417915046771,-0.10345375963168052,0.10345375963168052,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0017860,Kev.Williams,NA,NA,NA,NA,NA,NA,00-0007308,C.Hentrich,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,NA,00-0011407,NA,D.Mitchell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,3,NA,NA,NA,NA,0,NA,NA,0,0,0,0
144,2000010800,TEN,BUF,BUF,away,TEN,BUF,66,2000-01-08,797,1697,3497,Half1,0,2,0,1,1,0,13:17,BUF 34,10,4,(13:17) R.Johnson sacked at BUF 23 for -11 yards (J.Evans).,pass,-11,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0017201099905251105,0.13213895483318583,0.0020915908579705552,0.20544593163320743,0.26685554483259094,0.0036683797702279056,0.3880794880822922,0,0,1.6857382429663235,-2.185958197430291,0.17669410085269166,-0.17669410085269166,-0.43514901091154057,0.43514901091154057,-1.3071498499843281,1.3071498499843281,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5318636279874922,0.4681363720125078,0.4681363720125078,0.5318636279874922,-0.06429241827994814,0.5324287902924559,0.46757120970754407,-0.012941417915046771,0.012941417915046771,-0.03916134135173238,0.03916134135173238,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0008612,R.Johnson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0004989,J.Evans,NA,NA,00-0004989,J.Evans,NA,NA,NA,NA,NA,NA,NA,NA,TEN,NA,00-0004989,NA,J.Evans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
163,2000010800,TEN,BUF,BUF,away,TEN,BUF,77,2000-01-08,797,1697,3497,Half1,0,2,0,1,2,0,13:17,BUF 23,21,4,(13:17) (Shotgun) R.Johnson pass incomplete to E.Moulds.,pass,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.002146964123877834,0.20418758767467146,0.007674595616778429,0.3236785790161651,0.20577417272635848,0.003929434233471248,0.2526086666086774,0,0,-0.5002199544639674,-1.0399664966498743,1.216660597502566,-1.216660597502566,-0.43514901091154057,0.43514901091154057,-0.26718335333445387,0.26718335333445387,NA,NA,0,0,0,0,0,0,0,0,0,0,0.46757120970754407,0.5324287902924559,0.5324287902924559,0.46757120970754407,-0.03081479497225631,0.5632435852647122,0.43675641473528776,-0.012941417915046771,0.012941417915046771,-0.008346546379476072,0.008346546379476072,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00-0008612,R.Johnson,00-0011770,E.Moulds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
185,2000010800,TEN,BUF,BUF,away,TEN,BUF,77,2000-01-08,797,1697,3497,Half1,0,2,0,1,3,0,13:17,BUF 23,21,4,(13:17) (Shotgun) R.Johnson pass to P.Price to BUF 38 for 15 yards (E.Robinson).,pass,15,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.00209030926284439,0.24420485823568305,0.007866136802107444,0.38130935578186126,0.16237317476001073,0.004977358542406302,0.19717880661508666,0,0,-1.5401864511138417,0.36104322055763705,0.8556173769449289,-0.8556173769449289,-0.43514901091154057,0.43514901091154057,-0.6282265738920909,0.6282265738920909,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.43675641473528776,0.5632435852647122,0.5632435852647122,0.43675641473528776,0.010810787067435934,0.5524327981972763,0.4475672018027237,-0.012941417915046771,0.012941417915046771,-0.019157333446912006,0.019157333446912006,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00-0008612,R.Johnson,00-0013232,P.Price,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,NA,00-0013858,NA,E.Robinson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
209,2000010800,TEN,BUF,BUF,away,TEN,BUF,62,2000-01-08,797,1697,3497,Half1,0,2,0,1,4,0,13:17,BUF 38,6,4,"(13:17) C.Mohr punts 43 yards to TEN 19, Center-E.Albright. D.Mason to TEN 32 for 13 yards (M.Perry).",punt,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.002047596910299928,0.2378905186836491,0.00410084843343369,0.3589017369205832,0.17359203186757208,0.006000957017651349,0.21746631016681053,0,0,-1.1791432305562046,-0.3484580444018248,1.2040754213467537,-1.2040754213467537,-0.43514901091154057,0.43514901091154057,-0.6282265738920909,0.6282265738920909,NA,NA,0,0,0,0,0,0,0,0,0,0,0.4475672018027237,0.5524327981972763,0.5524327981972763,0.4475672018027237,0.0216931332424547,0.5307396649548216,0.4692603350451784,-0.012941417915046771,0.012941417915046771,-0.019157333446912006,0.019157333446912006,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0010500,D.Mason,NA,NA,NA,NA,NA,NA,00-0011463,C.Mohr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BUF,NA,00-0012820,NA,M.Perry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TEN,13,NA,NA,NA,NA,0,NA,NA,0,0,0,0
234,2000010800,TEN,BUF,TEN,home,BUF,TEN,68,2000-01-08,715,1615,3415,Half1,0,3,0,1,1,0,11:55,TEN 32,10,9,"(11:55) E.George right end to TEN 34 for 2 yards (S.Cowart, J.Holecek).",run,2,0,0,0,0,0,0,NA,NA,NA,NA,right,end,NA,NA,NA,NA,3,3,0,NA,NA,3,3,0,0,0,0,0,0,0,0,0.0024980729801952466,0.13798008697102113,0.0024616136258006982,0.21392527273736098,0.2599344704029108,0.003653024380698193,0.37954745890201314,0,0,1.5276012749580294,-0.4331649277002676,0.7709104936464861,-0.7709104936464861,-0.8683139386118082,0.8683139386118082,-0.6282265738920909,0.6282265738920909,NA,NA,0,0,0,0,0,0,0,0,0,0,0.5307396649548216,0.4692603350451784,0.5307396649548216,0.4692603350451784,-0.012935820575596946,0.5178038443792247,0.48219615562077534,-0.025877238490643717,0.025877238490643717,-0.019157333446912006,0.019157333446912006,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,00-0005883,E.George,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00-0003563,S.Cowart,BUF,00-0007587,J.Holecek,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,0,0
